"Barcode","RouteCode","WorkCenterCode","JobDate","ProdQty","CompleteRoute","ProdDateTime"
"VVQQ173R060608","V-26","VVT_F1","2026-08-15","497.00000","1","2026-08-16 01:50:00"
"VVQQ173R060611","V-26","VVT_F1","2026-08-15","497.00000","1","2026-08-15 13:17:04"
"VVQQ173R060616","V-26","VVT_F1","2026-08-15","500.00000","1","2026-08-15 13:15:32"
"VVQQ173R060667","V-26","VVT_F1","2026-08-15","497.00000","1","2026-08-15 20:44:02"
"VVQQ173R060668","V-26","VVT_F1","2026-08-15","495.00000","1","2026-08-16 00:40:37"
"VVQQ173R060669","V-26","VVT_F1","2026-08-15","500.00000","1","2026-08-15 11:31:25"
"VVQQ173R060670","V-26","VVT_F1","2026-08-15","497.00000","1","2026-08-15 20:43:30"
"VVQQ173R060671","V-26","VVT_F1","2026-08-15","500.00000","1","2026-08-15 20:44:45"
"VVQQ173R060673","V-26","VVT_F1","2026-08-15","500.00000","1","2026-08-15 16:25:49"
"VVQQ173R060674","V-26","VVT_F1","2026-08-15","500.00000","1","2026-08-15 16:25:23"
"VVQQ173R060676","V-26","VVT_F1","2026-08-15","497.00000","1","2026-08-15 13:14:56"
"VVQQ173R060679","V-26","VVT_F1","2026-08-15","500.00000","1","2026-08-15 09:33:49"
"VVQQ173R060680","V-26","VVT_F1","2026-08-15","497.00000","1","2026-08-15 20:45:02"
"VVQQ173R060681","V-26","VVT_F1","2026-08-15","500.00000","1","2026-08-15 23:35:17"
"VVQO173R072761","V-26_BG","VVT_F5","2026-08-15","1057.99937","1","2026-08-15 17:30:32"
"VVQO193R072708","V-26_BG","VVT_F5","2026-08-15","1067.00000","1","2026-08-15 15:44:21"
"VVQO193R072748","V-26_BG","VVT_F5","2026-08-15","1067.99990","1","2026-08-15 12:47:43"
"VVQQ033R072710","V-26","VVT_F5","2026-08-15","1074.00000","1","2026-08-15 17:04:36"
"VVQQ063R072709","V-26","VVT_F5","2026-08-15","1074.00000","1","2026-08-15 17:05:38"
"VVQQ063R072712","V-26","VVT_F5","2026-08-15","1074.00000","1","2026-08-15 19:01:49"
"VVQQ063R072732","V-26","VVT_F5","2026-08-15","1069.00000","1","2026-08-15 19:01:23"
"VVQQ063R072733","V-26","VVT_F5","2026-08-15","1064.00000","1","2026-08-15 20:54:03"
"VVQQ083R072703","V-26","VVT_F5","2026-08-15","1067.00000","1","2026-08-15 20:53:45"
"VVQQ083R072707","V-26","VVT_F5","2026-08-15","1067.00000","1","2026-08-15 16:01:18"
"VVQQ083R072709","V-26","VVT_F5","2026-08-15","1073.00000","1","2026-08-15 17:05:01"
"VVQQ123R072734","V-26_HY","VVT_F5","2026-08-15","1055.00000","1","2026-08-15 13:45:00"
"VVQQ133R072723","V-26_HY","VVT_F5","2026-08-15","1049.00000","1","2026-08-15 18:23:10"
"VVQQ133R072734","V-26_HY","VVT_F5","2026-08-15","1057.00000","1","2026-08-15 14:04:11"
"VVQQ143R072710","V-26_HY","VVT_F5","2026-08-15","1044.00000","1","2026-08-15 18:21:31"
"VVQQ143R072711","V-26_HY","VVT_F5","2026-08-15","1049.00000","1","2026-08-15 12:23:51"
"VVQQ143R072712","V-26_HY","VVT_F5","2026-08-15","1055.00000","1","2026-08-15 18:19:20"
"VVQQ143R072716","V-26_HY","VVT_F5","2026-08-15","1052.00000","1","2026-08-15 13:51:19"
"VVQQ143R072719","V-26_HY","VVT_F5","2026-08-15","1060.00000","1","2026-08-15 17:20:07"
"VVQQ143R072720","V-26_HY","VVT_F5","2026-08-15","1056.00000","1","2026-08-15 15:26:29"
"VVQQ143R072730","V-26_HY","VVT_F5","2026-08-15","1052.00000","1","2026-08-15 14:03:27"
"VVQQ153R072708","V-26_HY","VVT_F5","2026-08-15","1068.00000","1","2026-08-15 15:46:55"
"VVQO153R072722","V-26_BG","VVT_F1","2026-08-16","1073.00000","","2026-08-16 10:17:36"
"VVQQ103R072717","V-26","VVT_F1","2026-08-16","1072.00000","","2026-08-16 16:38:34"
"VVQQ123R060632","V-26","VVT_F1","2026-08-16","500.00000","1","2026-08-16 14:07:37"
"VVQQ123R060634","V-26","VVT_F1","2026-08-16","497.00000","1","2026-08-16 14:15:35"
"VVQQ123R060635","V-26","VVT_F1","2026-08-16","497.00000","1","2026-08-16 14:07:52"
"VVQQ123R060636","V-26","VVT_F1","2026-08-16","497.00000","1","2026-08-16 14:08:10"
"VVQQ133R060671","V-26","VVT_F1","2026-08-16","495.00000","1","2026-08-16 13:45:32"
"VVQQ133R060689","V-26","VVT_F1","2026-08-16","494.00000","1","2026-08-16 14:14:55"
"VVQQ133R060693","V-26","VVT_F1","2026-08-16","500.00000","1","2026-08-17 11:27:04"
"VVQQ133R060694","V-26","VVT_F1","2026-08-16","500.00000","1","2026-08-16 14:14:39"
"VVQQ133R060695","V-26","VVT_F1","2026-08-16","500.00000","1","2026-08-16 13:45:49"
"VVQQ133R060697","V-26","VVT_F1","2026-08-16","500.00000","1","2026-08-16 14:00:05"
"VVQQ133R060698","V-26","VVT_F1","2026-08-16","500.00000","1","2026-08-16 14:13:29"
"VVQQ133R060699","V-26","VVT_F1","2026-08-16","500.00000","1","2026-08-16 13:43:38"
"VVQO153R072709","V-26_BG","VVT_F5","2026-08-16","1067.99999","1","2026-08-16 16:47:47"
"VVQO153R072719","V-26_BG","VVT_F5","2026-08-16","1073.00000","1","2026-08-16 10:17:54"
"VVQO153R072728","V-26_BG","VVT_F5","2026-08-16","1073.00000","1","2026-08-16 18:55:11"
"VVQO183R072760","V-26_BG","VVT_F5","2026-08-16","1048.00000","1","2026-08-16 15:53:30"
"VVQO193R072768","V-26_BG","VVT_F5","2026-08-16","1061.00000","1","2026-08-16 21:00:07"
"VVQQ083R072704","V-26","VVT_F5","2026-08-16","1066.00000","1","2026-08-16 21:14:55"
"VVQQ093R072708","V-26","VVT_F5","2026-08-16","1065.00000","1","2026-08-16 21:13:59"
"VVQQ093R072716","V-26","VVT_F5","2026-08-16","1065.00000","1","2026-08-16 21:14:29"
"VVQQ093R072718","V-26","VVT_F5","2026-08-16","1059.00000","1","2026-08-16 21:15:13"
"VVQQ103R072701","V-26","VVT_F5","2026-08-16","1065.00000","1","2026-08-16 16:38:15"
"VVQQ123R060624","V-26","VVT_F5","2026-08-16","500.00000","1","2026-08-16 14:06:12"
"VVQQ123R060625","V-26","VVT_F5","2026-08-16","500.00000","1","2026-08-16 14:06:52"
"VVQQ123R060626","V-26","VVT_F5","2026-08-16","500.00000","1","2026-08-16 16:08:42"
"VVQQ123R060627","V-26","VVT_F5","2026-08-16","500.00000","1","2026-08-16 14:07:13"
"VVQQ123R060628","V-26","VVT_F5","2026-08-16","500.00000","1","2026-08-16 14:15:18"
"VVQQ123R060629","V-26","VVT_F5","2026-08-16","500.00000","1","2026-08-16 14:06:32"
"VVQQ123R060630","V-26","VVT_F5","2026-08-16","500.00000","1","2026-08-16 14:15:48"
"VVQQ123R060631","V-26","VVT_F5","2026-08-16","500.00000","1","2026-08-16 14:13:54"
"VVQQ143R072722","V-26_HY","VVT_F5","2026-08-16","1057.00000","1","2026-08-16 19:29:44"
"VVQQ143R072728","V-26_HY","VVT_F5","2026-08-16","1058.00000","1","2026-08-16 15:52:44"
"VVQQ153R072707","V-26_HY","VVT_F5","2026-08-16","1057.00000","1","2026-08-16 20:43:27"
"VVQQ153R072723","V-26_HY","VVT_F5","2026-08-16","1052.00000","1","2026-08-16 16:47:48"
"VVQQ153R072724","V-26_HY","VVT_F5","2026-08-16","1059.00000","1","2026-08-16 14:30:13"
"VVQQ153R072730","V-26_HY","VVT_F5","2026-08-16","1052.00000","1","2026-08-16 18:51:51"
"VVQQ153R072733","V-26_HY","VVT_F5","2026-08-16","1059.00000","1","2026-08-16 11:22:47"
"VVQQ163R072701","V-26_HY","VVT_F5","2026-08-16","1050.00000","1","2026-08-16 17:02:42"
"VVQQ163R072704","V-26_HY","VVT_F5","2026-08-16","1060.00000","1","2026-08-16 14:30:31"
"VVQQ083R072706","V-26","VVT_F1","2026-08-17","1066.00000","","2026-08-17 21:53:55"
"VVQQ093R072701","V-26","VVT_F1","2026-08-17","1074.00000","","2026-08-17 09:14:29"
"VVQQ093R072702","V-26","VVT_F1","2026-08-17","1073.00000","","2026-08-17 08:37:52"
"VVQQ093R072709","V-26","VVT_F1","2026-08-17","1065.00000","","2026-08-17 18:44:49"
"VVQQ093R072713","V-26","VVT_F1","2026-08-17","1066.00000","","2026-08-17 21:53:23"
"VVQQ093R072714","V-26","VVT_F1","2026-08-17","1066.00000","","2026-08-18 07:38:59"
"VVQQ093R072717","V-26","VVT_F1","2026-08-17","1066.00000","","2026-08-17 08:37:22"
"VVQQ103R072718","V-26","VVT_F1","2026-08-17","1074.00000","","2026-08-17 08:38:14"
"VVQQ113R072706","V-26","VVT_F1","2026-08-17","1066.00000","","2026-08-18 07:38:39"
"VVQQ113R072707","V-26","VVT_F1","2026-08-17","1067.00000","","2026-08-17 18:44:22"
"VVQQ123R060633","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-17 14:10:18"
"VVQQ123R060637","V-26","VVT_F1","2026-08-17","493.00000","1","2026-08-17 13:03:53"
"VVQQ123R060638","V-26","VVT_F1","2026-08-17","493.00000","1","2026-08-18 03:34:00"
"VVQQ123R060639","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-17 17:16:09"
"VVQQ123R060640","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-17 23:44:19"
"VVQQ123R060641","V-26","VVT_F1","2026-08-17","494.00000","1","2026-08-17 19:20:22"
"VVQQ123R060642","V-26","VVT_F1","2026-08-17","489.00000","1","2026-08-17 18:08:27"
"VVQQ123R060643","V-26","VVT_F1","2026-08-17","494.00000","1","2026-08-17 20:03:15"
"VVQQ133R06069A","V-26","VVT_F1","2026-08-17","500.00000","1","2026-08-17 18:08:46"
"VVQQ133R06069B","V-26","VVT_F1","2026-08-17","500.00000","1","2026-08-17 17:16:40"
"VVQQ133R06069D","V-26","VVT_F1","2026-08-17","500.00000","1","2026-08-17 17:13:27"
"VVQQ143R072701","V-26","VVT_F1","2026-08-17","1065.00000","","2026-08-18 07:37:55"
"VVQQ143R072702","V-26","VVT_F1","2026-08-17","1065.00000","","2026-08-18 07:31:24"
"VVQQ143R072704","V-26","VVT_F1","2026-08-17","1065.00000","","2026-08-17 21:52:37"
"VVQQ153R060653","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-18 11:12:11"
"VVQQ153R060659","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-18 18:50:33"
"VVQQ153R060660","V-26","VVT_F1","2026-08-17","497.00000","","2026-08-18 06:42:43"
"VVQQ153R060664","V-26","VVT_F1","2026-08-17","497.00000","","2026-08-18 04:44:53"
"VVQQ153R060666","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-18 07:01:31"
"VVQQ153R060669","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-18 18:50:17"
"VVQQ153R060670","V-26","VVT_F1","2026-08-17","499.00000","1","2026-08-17 23:45:02"
"VVQQ153R060680","V-26","VVT_F1","2026-08-17","499.00000","1","2026-08-18 03:34:40"
"VVQQ153R060681","V-26","VVT_F1","2026-08-17","499.00000","1","2026-08-17 23:44:52"
"VVQQ153R060682","V-26","VVT_F1","2026-08-17","499.00000","1","2026-08-18 03:34:10"
"VVQQ153R060683","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-17 23:44:42"
"VVQQ153R060684","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-18 07:02:04"
"VVQQ153R060685","V-26","VVT_F1","2026-08-17","499.00000","1","2026-08-17 20:02:23"
"VVQQ153R060686","V-26","VVT_F1","2026-08-17","499.00000","1","2026-08-18 03:34:51"
"VVQQ153R060687","V-26","VVT_F1","2026-08-17","499.00000","1","2026-08-17 21:02:51"
"VVQQ153R060688","V-26","VVT_F1","2026-08-17","499.00000","1","2026-08-17 21:17:57"
"VVQQ153R060689","V-26","VVT_F1","2026-08-17","499.00000","","2026-08-17 19:12:08"
"VVQQ153R060690","V-26","VVT_F1","2026-08-17","499.00000","1","2026-08-17 20:03:49"
"VVQQ153R06069B","V-26","VVT_F1","2026-08-17","500.00000","1","2026-08-17 23:45:13"
"VVQQ153R06069C","V-26","VVT_F1","2026-08-17","500.00000","1","2026-08-18 03:34:29"
"VVQQ153R06069M","V-26","VVT_F1","2026-08-17","500.00000","1","2026-08-18 07:01:42"
"VVQQ153R06069O","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-18 03:35:02"
"VVQQ153R06069Q","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-18 07:01:19"
"VVQQ153R06069R","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-18 03:34:20"
"VVQQ153R06069S","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-18 07:01:52"
"VVQQ153R06069T","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-17 21:02:34"
"VVQQ153R06069U","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-17 19:19:56"
"VVQQ153R06069V","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-18 03:35:16"
"VVQQ153R06069X","V-26","VVT_F1","2026-08-17","494.00000","1","2026-08-17 18:09:09"
"VVQQ153R06069Y","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-17 17:14:10"
"VVQQ163R072721","V-26","VVT_F1","2026-08-17","1064.00000","","2026-08-18 07:38:21"
"VVQN033R072790","V-26_BG","VVT_F5","2026-08-17","352.00000","1","2026-08-17 21:16:14"
"VVQO153R072711","V-26_BG","VVT_F5","2026-08-17","1073.00000","1","2026-08-17 17:14:48"
"VVQO153R072720","V-26_BG","VVT_F5","2026-08-17","1073.00000","1","2026-08-17 18:15:12"
"VVQO163R072712","V-26_BG","VVT_F5","2026-08-17","1065.00000","1","2026-08-17 17:10:38"
"VVQO173R072705","V-26_BG","VVT_F5","2026-08-17","1059.99995","1","2026-08-17 19:44:21"
"VVQO173R072718","V-26_BG","VVT_F5","2026-08-17","1067.00000","1","2026-08-17 18:34:55"
"VVQO173R072735","V-26_BG","VVT_F5","2026-08-17","1065.00000","1","2026-08-17 17:19:09"
"VVQO183R072712","V-26_BG","VVT_F5","2026-08-17","1065.99999","1","2026-08-17 17:39:48"
"VVQO183R072717","V-26_BG","VVT_F5","2026-08-17","1068.00000","1","2026-08-17 18:15:03"
"VVQO183R072769","V-26_BG","VVT_F5","2026-08-17","1052.00000","1","2026-08-17 19:02:44"
"VVQO183R072770","V-26_BG","VVT_F5","2026-08-17","1039.00000","1","2026-08-17 15:25:55"
"VVQO193R072725","V-26_BG","VVT_F5","2026-08-17","1032.99999","1","2026-08-17 11:56:22"
"VVQO193R072749","V-26_BG","VVT_F5","2026-08-17","1062.00000","1","2026-08-17 12:57:37"
"VVQO193R072767","V-26_BG","VVT_F5","2026-08-17","1062.00000","1","2026-08-17 17:21:21"
"VVQO203R072711","V-26_BG","VVT_F5","2026-08-17","1067.00000","1","2026-08-17 19:43:29"
"VVQO203R072758","V-26_BG","VVT_F5","2026-08-17","1055.00000","1","2026-08-17 17:20:19"
"VVQQ083R072725","V-26_HY","VVT_F5","2026-08-17","1060.00000","1","2026-08-17 12:20:58"
"VVQQ153R072701","V-26_HY","VVT_F5","2026-08-17","1051.00000","1","2026-08-17 21:48:20"
"VVQQ153R072702","V-26_HY","VVT_F5","2026-08-17","1056.00000","1","2026-08-17 19:41:48"
"VVQQ153R072703","V-26_HY","VVT_F5","2026-08-17","1053.00000","1","2026-08-17 20:15:13"
"VVQQ153R072709","V-26_HY","VVT_F5","2026-08-17","1056.00000","1","2026-08-17 15:54:26"
"VVQQ163R072705","V-26_HY","VVT_F5","2026-08-17","1057.00000","1","2026-08-17 18:11:22"
"VVQQ163R072706","V-26_HY","VVT_F5","2026-08-17","1052.00000","1","2026-08-17 18:03:04"
"VVQQ163R072708","V-26_HY","VVT_F5","2026-08-17","1051.00000","1","2026-08-17 18:10:49"
"VVQP233R072701","V-26","VVT_F1","2026-08-18","1072.00000","1","2026-08-18 16:05:08"
"VVQQ143R072703","V-26","VVT_F1","2026-08-18","1064.00000","","2026-08-19 02:35:43"
"VVQQ153R060654","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-18 12:29:29"
"VVQQ153R060655","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-18 12:29:12"
"VVQQ153R060656","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-18 16:43:26"
"VVQQ153R060658","V-26","VVT_F1","2026-08-18","493.00000","1","2026-08-18 16:43:45"
"VVQQ153R060661","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-18 20:41:09"
"VVQQ153R060662","V-26","VVT_F1","2026-08-18","493.00000","1","2026-08-18 12:29:47"
"VVQQ153R060663","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-18 17:51:06"
"VVQQ153R060665","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-18 20:41:25"
"VVQQ153R060667","V-26","VVT_F1","2026-08-18","494.00000","1","2026-08-18 15:48:24"
"VVQQ153R060668","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-18 15:31:02"
"VVQQ153R06069N","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-18 15:31:17"
"VVQQ153R06069P","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-18 17:50:37"
"VVQQ153R06069W","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-18 11:16:08"
"VVQQ173R060623","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-18 19:17:48"
"VVQQ173R060624","V-26","VVT_F1","2026-08-18","495.00000","1","2026-08-18 15:48:54"
"VVQQ173R060625","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-18 16:44:10"
"VVQQ173R060626","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-19 01:05:21"
"VVQQ173R060627","V-26","VVT_F1","2026-08-18","492.00000","1","2026-08-18 17:51:56"
"VVQQ173R060628","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-19 03:33:55"
"VVQQ173R060629","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-18 20:02:39"
"VVQQ173R060630","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-18 23:39:50"
"VVQQ173R060631","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-18 23:39:39"
"VVQQ173R060632","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-18 23:40:05"
"VVQQ173R060633","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-18 23:40:22"
"VVQQ173R060634","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-18 19:18:02"
"VVQQ173R060635","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-19 03:34:29"
"VVQQ173R060636","V-26","VVT_F1","2026-08-18","499.00000","1","2026-08-19 03:33:30"
"VVQQ173R060637","V-26","VVT_F1","2026-08-18","499.00000","1","2026-08-19 01:05:32"
"VVQQ173R060638","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-18 20:40:42"
"VVQQ173R060640","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-19 03:33:43"
"VVQQ173R060641","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-18 20:03:24"
"VVQQ173R060642","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-19 03:34:17"
"VVQQ173R060643","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-19 03:33:06"
"VVQQ173R060645","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-18 20:03:03"
"VVQQ173R060646","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-19 08:53:27"
"VVQQ173R060647","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-18 23:40:32"
"VVQQ173R060648","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-19 01:05:46"
"VVQQ173R060651","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-19 07:05:35"
"VVQQ173R060652","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-19 12:10:00"
"VVQQ173R060654","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-19 13:36:55"
"VVQQ173R060655","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-19 03:33:16"
"VVQQ173R060658","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-19 12:09:44"
"VVQO153R072726","V-26_BG","VVT_F5","2026-08-18","1073.00000","1","2026-08-18 17:08:33"
"VVQO163R072742","V-26_BG","VVT_F5","2026-08-18","1065.00000","1","2026-08-18 18:15:21"
"VVQO173R072731","V-26_BG","VVT_F5","2026-08-18","1058.99989","1","2026-08-18 17:09:15"
"VVQO193R072712","V-26_BG","VVT_F5","2026-08-18","1066.00000","1","2026-08-18 10:35:01"
"VVQO193R072766","V-26_BG","VVT_F5","2026-08-18","1065.00000","1","2026-08-18 21:15:53"
"VVQO203R072713","V-26_BG","VVT_F5","2026-08-18","1066.00000","1","2026-08-18 15:46:59"
"VVQQ093R072712","V-26","VVT_F5","2026-08-18","1067.00000","1","2026-08-18 21:35:08"
"VVQQ103R072720","V-26","VVT_F5","2026-08-18","1066.00000","1","2026-08-18 20:58:52"
"VVQQ113R072704","V-26","VVT_F5","2026-08-18","1065.00000","1","2026-08-18 17:18:40"
"VVQQ113R072705","V-26","VVT_F5","2026-08-18","1067.00000","1","2026-08-18 21:08:40"
"VVQQ113R072710","V-26","VVT_F5","2026-08-18","1074.00000","1","2026-08-18 21:11:57"
"VVQQ113R072711","V-26","VVT_F5","2026-08-18","1067.00000","1","2026-08-18 20:58:33"
"VVQQ133R072706","V-26","VVT_F5","2026-08-18","1066.00000","1","2026-08-18 17:18:59"
"VVQQ133R072707","V-26","VVT_F5","2026-08-18","1065.00000","1","2026-08-18 20:58:10"
"VVQQ143R072714","V-26_HY","VVT_F5","2026-08-18","1051.00000","1","2026-08-18 21:27:35"
"VVQQ163R072709","V-26_HY","VVT_F5","2026-08-18","1048.00000","1","2026-08-18 18:43:59"
"VVQQ163R072731","V-26_HY","VVT_F5","2026-08-18","1056.00000","1","2026-08-18 21:49:59"
"VVQQ163R072732","V-26_HY","VVT_F5","2026-08-18","1055.00000","1","2026-08-18 14:34:10"
"VVQQ163R072733","V-26_HY","VVT_F5","2026-08-18","1059.00000","1","2026-08-18 14:23:57"
"VVQQ173R072711","V-26_HY","VVT_F5","2026-08-18","1051.00000","1","2026-08-18 12:21:34"
"VVQQ173R072712","V-26_HY","VVT_F5","2026-08-18","1050.00000","1","2026-08-18 16:57:09"
"VVQQ173R072715","V-26_HY","VVT_F5","2026-08-18","1054.00000","1","2026-08-18 13:35:00"
"VVQQ173R072718","V-26_HY","VVT_F5","2026-08-18","1057.00000","1","2026-08-18 17:28:30"
"VVQQ113R072702","V-26","VVT_F1","2026-08-19","1065.00000","","2026-08-19 19:09:01"
"VVQQ113R072709","V-26","VVT_F1","2026-08-19","1074.00000","","2026-08-19 19:09:18"
"VVQQ123R072701","V-26","VVT_F1","2026-08-19","1065.00000","","2026-08-19 19:10:08"
"VVQQ133R06069C","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 10:43:14"
"VVQQ153R060657","V-26","VVT_F1","2026-08-19","493.00000","1","2026-08-19 17:56:31"
"VVQQ153R060672","V-26","VVT_F1","2026-08-19","499.00000","1","2026-08-19 10:39:35"
"VVQQ153R060673","V-26","VVT_F1","2026-08-19","496.00000","1","2026-08-19 17:11:57"
"VVQQ153R060674","V-26","VVT_F1","2026-08-19","499.00000","1","2026-08-19 18:07:14"
"VVQQ153R060675","V-26","VVT_F1","2026-08-19","499.00000","1","2026-08-19 20:44:16"
"VVQQ153R060678","V-26","VVT_F1","2026-08-19","496.00000","1","2026-08-20 05:21:57"
"VVQQ153R06069A","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 19:25:33"
"VVQQ153R06069E","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 17:44:58"
"VVQQ153R06069L","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 15:57:14"
"VVQQ163R050706","V-26","VVT_F1","2026-08-19","1068.00000","","2026-08-20 01:41:48"
"VVQQ163R050707","V-26","VVT_F1","2026-08-19","1071.00000","","2026-08-20 01:41:21"
"VVQQ173R060639","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 17:53:34"
"VVQQ173R060644","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 15:56:39"
"VVQQ173R060649","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 17:37:49"
"VVQQ173R060650","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-19 17:53:21"
"VVQQ173R060653","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-20 01:47:27"
"VVQQ173R060656","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-19 10:34:59"
"VVQQ173R060657","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-19 20:44:28"
"VVQQ173R060659","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-19 17:45:13"
"VVQQ173R060660","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 13:54:17"
"VVQQ173R060662","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 15:15:46"
"VVQQ183R060602","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 15:57:42"
"VVQQ183R060604","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 15:15:59"
"VVQQ183R060605","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 19:26:16"
"VVQQ183R060606","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 17:12:19"
"VVQQ183R060607","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 19:25:58"
"VVQQ183R060608","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-19 19:55:03"
"VVQQ183R060609","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-20 02:55:49"
"VVQQ183R060610","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 17:44:43"
"VVQQ183R060611","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 19:55:18"
"VVQQ183R060613","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-20 15:39:17"
"VVQQ183R060614","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 23:50:22"
"VVQQ183R060615","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 23:44:54"
"VVQQ183R060616","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 23:45:23"
"VVQQ183R060617","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-20 02:56:11"
"VVQQ183R060618","V-26","VVT_F1","2026-08-19","493.00000","1","2026-08-20 02:55:26"
"VVQQ183R060619","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-19 23:45:08"
"VVQQ183R060620","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-20 02:55:59"
"VVQQ183R060621","V-26","VVT_F1","2026-08-19","495.00000","1","2026-08-19 23:44:39"
"VVQQ183R060622","V-26","VVT_F1","2026-08-19","495.00000","1","2026-08-20 04:30:32"
"VVQQ183R060624","V-26","VVT_F1","2026-08-19","498.00000","1","2026-08-20 02:55:38"
"VVQQ183R060626","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-20 04:30:41"
"VVQQ183R060627","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-20 18:39:29"
"VVQQ183R060628","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-20 04:30:51"
"VVQO193R072703","V-26_BG","VVT_F2","2026-08-19","1061.00000","1","2026-08-19 11:47:46"
"VVQO193R072760","V-26_BG","VVT_F2","2026-08-19","1049.00000","1","2026-08-19 12:27:59"
